ds_cargo;nr_turno;sg_uf;nm_regiao;sg_partido;qt_votos_validos;dt_carga
Presidente;1;ES;SUDESTE;UNIÃO;9944;2022-10-06 18:40:49
Presidente;1;ES;SUDESTE;UP;672;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;DC;397;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;MDB;170742;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;NOVO;11145;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PCB;1073;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PDT;90695;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PL;1920203;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PSTU;498;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PT;1454723;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;PTB;2303;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;UNIÃO;28570;2022-10-06 18:40:49
Presidente;1;GO;CENTRO-OESTE;UP;1120;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;DC;391;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;MDB;78254;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;NOVO;4368;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PCB;727;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PDT;96095;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PL;983861;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PSTU;799;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PT;2603454;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;PTB;4357;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;UNIÃO;8709;2022-10-06 18:40:49
Presidente;1;MA;NORDESTE;UP;630;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;DC;1588;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;MDB;500658;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;NOVO;98526;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PCB;4431;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PDT;310324;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PL;5239264;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PSTU;2612;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PT;5802571;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;PTB;7309;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;UNIÃO;44109;2022-10-06 18:40:49
Presidente;1;MG;SUDESTE;UP;5241;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;DC;152;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;MDB;79719;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;NOVO;5193;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PCB;371;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PDT;29314;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PL;794206;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PSTU;222;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PT;588323;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;PTB;1057;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;UNIÃO;8082;2022-10-06 18:40:49
Presidente;1;MS;CENTRO-OESTE;UP;350;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;DC;195;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;MDB;55989;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;NOVO;4371;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PCB;406;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PDT;29437;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PL;1102866;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PSTU;250;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PT;633748;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;PTB;2545;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;UNIÃO;12715;2022-10-06 18:40:49
Presidente;1;MT;CENTRO-OESTE;UP;366;2022-10-06 18:40:49
Presidente;1;PA;NORTE;DC;349;2022-10-06 18:40:49
Presidente;1;PA;NORTE;MDB;204075;2022-10-06 18:40:49
Presidente;1;PA;NORTE;NOVO;6130;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PCB;920;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PDT;116057;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PL;1884673;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PSTU;918;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PT;2443730;2022-10-06 18:40:49
Presidente;1;PA;NORTE;PTB;2783;2022-10-06 18:40:49
Presidente;1;PA;NORTE;UNIÃO;19297;2022-10-06 18:40:49
Presidente;1;PA;NORTE;UP;1004;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;DC;283;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;MDB;57154;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;NOVO;3996;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PCB;634;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PDT;76225;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PL;717416;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PSTU;332;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PT;1554868;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;PTB;1489;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;UNIÃO;8713;2022-10-06 18:40:49
Presidente;1;PB;NORDESTE;UP;578;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;DC;456;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;MDB;96570;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;NOVO;8633;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PCB;1419;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PDT;130015;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PL;1630938;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PSTU;765;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PT;3558322;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;PTB;2991;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;UNIÃO;20686;2022-10-06 18:40:49
Presidente;1;PE;NORDESTE;UP;1214;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;DC;150;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;MDB;42179;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;NOVO;2562;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PCB;427;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PDT;59321;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PL;406897;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PSTU;317;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PT;1518008;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;PTB;1122;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;UNIÃO;13053;2022-10-06 18:40:49
Presidente;1;PI;NORDESTE;UP;350;2022-10-06 18:40:49
Presidente;1;PR;SUL;DC;1104;2022-10-06 18:40:49
Presidente;1;PR;SUL;MDB;309685;2022-10-06 18:40:49
Presidente;1;PR;SUL;NOVO;37983;2022-10-06 18:40:49
Presidente;1;PR;SUL;PCB;2744;2022-10-06 18:40:49
Presidente;1;PR;SUL;PDT;180599;2022-10-06 18:40:49
Presidente;1;PR;SUL;PL;3628612;2022-10-06 18:40:49
Presidente;1;PR;SUL;PSTU;1170;2022-10-06 18:40:49
Presidente;1;PR;SUL;PT;2363492;2022-10-06 18:40:49
Presidente;1;PR;SUL;PTB;5161;2022-10-06 18:40:49
Presidente;1;PR;SUL;UNIÃO;34125;2022-10-06 18:40:49
Presidente;1;PR;SUL;UP;2089;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;DC;1546;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;MDB;365969;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;NOVO;43091;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PCB;4458;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PDT;301489;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PL;4831246;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PSTU;2643;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PT;3847143;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;PTB;7760;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;UNIÃO;44252;2022-10-06 18:40:49
Presidente;1;RJ;SUDESTE;UP;7080;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;DC;243;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;MDB;38633;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;NOVO;2937;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PCB;606;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PDT;71740;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PL;622731;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PSTU;422;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PT;1264179;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;PTB;860;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;UNIÃO;4326;2022-10-06 18:40:49
Presidente;1;RN;NORDESTE;UP;587;2022-10-06 18:40:49
Presidente;1;RO;NORTE;DC;111;2022-10-06 18:40:49
Presidente;1;RO;NORTE;MDB;31217;2022-10-06 18:40:49
Presidente;1;RO;NORTE;NOVO;2398;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PCB;232;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PDT;19353;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PL;581306;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PSTU;139;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PT;261749;2022-10-06 18:40:49
Presidente;1;RO;NORTE;PTB;749;2022-10-06 18:40:49
Presidente;1;RO;NORTE;UNIÃO;5777;2022-10-06 18:40:49
Presidente;1;RO;NORTE;UP;204;2022-10-06 18:40:49
Presidente;1;RR;NORTE;DC;37;2022-10-06 18:40:49
Presidente;1;RR;NORTE;MDB;12956;2022-10-06 18:40:49
Presidente;1;RR;NORTE;NOVO;794;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PCB;64;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PDT;6709;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PL;207587;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PSTU;75;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PT;68760;2022-10-06 18:40:49
Presidente;1;RR;NORTE;PTB;190;2022-10-06 18:40:49
Presidente;1;RR;NORTE;UNIÃO;1138;2022-10-06 18:40:49
Presidente;1;RR;NORTE;UP;59;2022-10-06 18:40:49
Presidente;1;RS;SUL;DC;885;2022-10-06 18:40:49
Presidente;1;RS;SUL;MDB;317957;2022-10-06 18:40:49
Presidente;1;RS;SUL;NOVO;40601;2022-10-06 18:40:49
Presidente;1;RS;SUL;PCB;2399;2022-10-06 18:40:49
Presidente;1;RS;SUL;PDT;190945;2022-10-06 18:40:49
Presidente;1;RS;SUL;PL;3245023;2022-10-06 18:40:49
Presidente;1;RS;SUL;PSTU;1337;2022-10-06 18:40:49
Presidente;1;RS;SUL;PT;2806672;2022-10-06 18:40:49
Presidente;1;RS;SUL;PTB;4394;2022-10-06 18:40:49
Presidente;1;RS;SUL;UNIÃO;25207;2022-10-06 18:40:49
Presidente;1;RS;SUL;UP;2332;2022-10-06 18:40:49
Presidente;1;SC;SUL;DC;567;2022-10-06 18:40:49
Presidente;1;SC;SUL;MDB;191310;2022-10-06 18:40:49
Presidente;1;SC;SUL;NOVO;48980;2022-10-06 18:40:49
Presidente;1;SC;SUL;PCB;1812;2022-10-06 18:40:49
Presidente;1;SC;SUL;PDT;88672;2022-10-06 18:40:49
Presidente;1;SC;SUL;PL;2694406;2022-10-06 18:40:49
Presidente;1;SC;SUL;PSTU;838;2022-10-06 18:40:49
Presidente;1;SC;SUL;PT;1279216;2022-10-06 18:40:49
Presidente;1;SC;SUL;PTB;3369;2022-10-06 18:40:49
Presidente;1;SC;SUL;UNIÃO;20132;2022-10-06 18:40:49
Presidente;1;SC;SUL;UP;1682;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;DC;196;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;MDB;42073;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;NOVO;2194;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PCB;364;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PDT;40247;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PL;378610;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PSTU;589;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PT;828716;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;PTB;631;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;UNIÃO;4416;2022-10-06 18:40:49
Presidente;1;SE;NORDESTE;UP;396;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;DC;5015;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;MDB;1625596;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;NOVO;183719;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PCB;14943;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PDT;898540;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PL;12239989;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PSTU;7450;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PT;10490032;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;PTB;15784;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;UNIÃO;153601;2022-10-06 18:40:49
Presidente;1;SP;SUDESTE;UP;21665;2022-10-06 18:40:49
Presidente;1;TO;NORTE;DC;105;2022-10-06 18:40:49
Presidente;1;TO;NORTE;MDB;25209;2022-10-06 18:40:49
Presidente;1;TO;NORTE;NOVO;1266;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PCB;149;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PDT;18141;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PL;379194;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PSTU;90;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PT;434303;2022-10-06 18:40:49
Presidente;1;TO;NORTE;PTB;418;2022-10-06 18:40:49
Presidente;1;TO;NORTE;UNIÃO;2788;2022-10-06 18:40:49
Presidente;1;TO;NORTE;UP;129;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;DC;258;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;MDB;13167;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;NOVO;3780;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PCB;618;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PDT;13341;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PL;122548;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PSTU;464;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PT;138933;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;PTB;344;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;UNIÃO;753;2022-10-06 18:40:49
Presidente;1;ZZ;EXTERIOR;UP;319;2022-10-06 18:40:49
Senador;1;AC;NORTE;AGIR;413;2022-10-06 18:40:49
Senador;1;AC;NORTE;PL;41159;2022-10-06 18:40:49
Senador;1;AC;NORTE;PODE;73567;2022-10-06 18:40:49
Senador;1;AC;NORTE;PROS;34658;2022-10-06 18:40:49
Senador;1;AC;NORTE;PSB;65522;2022-10-06 18:40:49
Senador;1;AC;NORTE;PSOL;2763;2022-10-06 18:40:49
Senador;1;AC;NORTE;PT;39555;2022-10-06 18:40:49
Senador;1;AC;NORTE;UNIÃO;154312;2022-10-06 18:40:49
Senador;1;AL;NORDESTE;MDB;845988;2022-10-06 18:40:49
Senador;1;AL;NORDESTE;PP;627397;2022-10-06 18:40:49
Senador;1;AL;NORDESTE;PSOL;12768;2022-10-06 18:40:49
Senador;1;AM;NORTE;AGIR;3790;2022-10-06 18:40:49
Senador;1;AM;NORTE;PDT;131116;2022-10-06 18:40:49
Senador;1;AM;NORTE;PL;737875;2022-10-06 18:40:49
Senador;1;AM;NORTE;PSD;784007;2022-10-06 18:40:49
Senador;1;AM;NORTE;PSDB;179886;2022-10-06 18:40:49
Senador;1;AM;NORTE;PSOL;28557;2022-10-06 18:40:49
Senador;1;AM;NORTE;SOLIDARIEDADE;17339;2022-10-06 18:40:49
Senador;1;AP;NORTE;AVANTE;971;2022-10-06 18:40:49
Senador;1;AP;NORTE;MDB;174128;2022-10-06 18:40:49
Senador;1;AP;NORTE;PATRIOTA;2033;2022-10-06 18:40:49
Senador;1;AP;NORTE;PRTB;4961;2022-10-06 18:40:49
Senador;1;AP;NORTE;PSB;21979;2022-10-06 18:40:49
Senador;1;AP;NORTE;UNIÃO;196087;2022-10-06 18:40:49
Senador;1;BA;NORDESTE;PL;1057085;2022-10-06 18:40:49
Senador;1;BA;NORDESTE;PMN;12318;2022-10-06 18:40:49
Senador;1;BA;NORDESTE;PP;1826218;2022-10-06 18:40:49
Senador;1;BA;NORDESTE;PSD;4218333;2022-10-06 18:40:49
Senador;1;BA;NORDESTE;PSOL;119307;2022-10-06 18:40:49
Senador;1;CE;NORDESTE;AVANTE;1273272;2022-10-06 18:40:49
Senador;1;CE;NORDESTE;PSD;193243;2022-10-06 18:40:49
Senador;1;CE;NORDESTE;PT;3389513;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;DC;4795;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PCO;613;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PDT;49310;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PL;429676;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PSD;9366;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PSTU;2473;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PT;356198;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;PTB;1841;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;REDE;8133;2022-10-06 18:40:49
Senador;1;DF;CENTRO-OESTE;REPUBLICANOS;714562;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;AGIR;3357;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;AVANTE;11787;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;DC;7978;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;MDB;747104;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;PL;821189;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;PRTB;2534;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;PSOL;20138;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;PSTU;5621;2022-10-06 18:40:49
Senador;1;ES;SUDESTE;REPUBLICANOS;337642;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;NOVO;35998;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PC do B;299013;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PL;799022;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PP;406379;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PSD;55934;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PSDB;626662;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;PSOL;51743;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;REPUBLICANOS;350222;2022-10-06 18:40:49
Senador;1;GO;CENTRO-OESTE;UNIÃO;539219;2022-10-06 18:40:49
Senador;1;MA;NORDESTE;DC;24875;2022-10-06 18:40:49
Senador;1;MA;NORDESTE;PSB;2125811;2022-10-06 18:40:49
Senador;1;MA;NORDESTE;PSOL;34294;2022-10-06 18:40:49
Senador;1;MA;NORDESTE;PSTU;10206;2022-10-06 18:40:49
Senador;1;MA;NORDESTE;PTB;1211174;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PCO;3229;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PDT;105650;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PP;2025573;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PSC;4268193;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PSD;3679392;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PSOL;113304;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PSTU;37317;2022-10-06 18:40:49
Senador;1;MG;SUDESTE;PTB;47018;2022-10-06 18:40:49
Senador;1;MS;CENTRO-OESTE;AGIR;1000;2022-10-06 18:40:49
Senador;1;MS;CENTRO-OESTE;PP;829149;2022-10-06 18:40:49
Senador;1;MS;CENTRO-OESTE;PSD;146261;2022-10-06 18:40:49
Senador;1;MS;CENTRO-OESTE;PT;178041;2022-10-06 18:40:49
Senador;1;MS;CENTRO-OESTE;UNIÃO;206093;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;DC;27937;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;NOVO;33167;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;PATRIOTA;52940;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;PL;825229;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;PSOL;22491;2022-10-06 18:40:49
Senador;1;MT;CENTRO-OESTE;PTB;337003;2022-10-06 18:40:49
Senador;1;PA;NORTE;AGIR;11728;2022-10-06 18:40:49
Senador;1;PA;NORTE;AVANTE;21278;2022-10-06 18:40:49
Senador;1;PA;NORTE;PL;1485453;2022-10-06 18:40:49
Senador;1;PA;NORTE;PMB;36055;2022-10-06 18:40:49
Senador;1;PA;NORTE;PODE;85099;2022-10-06 18:40:49
Senador;1;PA;NORTE;PP;307481;2022-10-06 18:40:49
Senador;1;PA;NORTE;PRTB;52996;2022-10-06 18:40:49
Senador;1;PA;NORTE;PSDB;390959;2022-10-06 18:40:49
Senador;1;PA;NORTE;PSTU;13452;2022-10-06 18:40:49
Senador;1;PA;NORTE;PT;1781582;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;PDT;19903;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;PL;231968;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;PRTB;233849;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;PSB;457679;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;PSOL;10289;2022-10-06 18:40:49
Senador;1;PB;NORDESTE;UNIÃO;617477;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PL;1320555;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PRTB;15701;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PSD;567367;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PSDB;187364;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PSOL;45358;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PSTU;12844;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;PT;2061276;2022-10-06 18:40:49
Senador;1;PE;NORDESTE;UNIÃO;258289;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PCO;1730;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PMN;8949;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PP;892010;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PSOL;7895;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PSTU;1265;2022-10-06 18:40:49
Senador;1;PI;NORDESTE;PT;962194;2022-10-06 18:40:49
Senador;1;PR;SUL;MDB;63784;2022-10-06 18:40:49
Senador;1;PR;SUL;PDT;130520;2022-10-06 18:40:49
Senador;1;PR;SUL;PL;1697962;2022-10-06 18:40:49
Senador;1;PR;SUL;PMN;2521;2022-10-06 18:40:49
Senador;1;PR;SUL;PODE;1396089;2022-10-06 18:40:49
Senador;1;PR;SUL;PROS;89560;2022-10-06 18:40:49
Senador;1;PR;SUL;PSOL;17953;2022-10-06 18:40:49
Senador;1;PR;SUL;PV;475597;2022-10-06 18:40:49
Senador;1;PR;SUL;UNIÃO;1953188;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;AVANTE;18224;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PCB;5120;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PDT;285037;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PL;2384331;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PMB;11933;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PSB;1731786;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PSTU;18222;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;PT;986676;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;UNIÃO;1145413;2022-10-06 18:40:49
Senador;1;RJ;SUDESTE;UP;7299;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;DC;5766;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PDT;565235;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PL;708351;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PMN;4024;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PODE;10000;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PRTB;590;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PSB;385275;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PSOL;6661;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;PSTU;3072;2022-10-06 18:40:49
Senador;1;RN;NORDESTE;UP;3535;2022-10-06 18:40:49
Senador;1;RO;NORTE;AGIR;3788;2022-10-06 18:40:49
Senador;1;RO;NORTE;PL;293488;2022-10-06 18:40:49
Senador;1;RO;NORTE;PMB;7617;2022-10-06 18:40:49
Senador;1;RO;NORTE;PP;104020;2022-10-06 18:40:49
Senador;1;RO;NORTE;PSD;83946;2022-10-06 18:40:49
Senador;1;RO;NORTE;REPUBLICANOS;263559;2022-10-06 18:40:49
Senador;1;RR;NORTE;MDB;91431;2022-10-06 18:40:49
Senador;1;RR;NORTE;PATRIOTA;1052;2022-10-06 18:40:49
Senador;1;RR;NORTE;PDT;2822;2022-10-06 18:40:49
Senador;1;RR;NORTE;PODE;5393;2022-10-06 18:40:49
Senador;1;RR;NORTE;PP;118760;2022-10-06 18:40:49
Senador;1;RR;NORTE;PROS;19609;2022-10-06 18:40:49
Senador;1;RR;NORTE;PSOL;11171;2022-10-06 18:40:49
Senador;1;RR;NORTE;PTB;5542;2022-10-06 18:40:49
